,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,keywords,profit,profit_perc,profitable,profitable_perc,January,February,March,April,May,June,July,August,September,October,November,December,Winter_release,Spring_release,Summer_release,Autumn_release,Drama,Comedy,Romance,Action,Crime,Thriller,Horror,Adventure,Science Fiction,In_English
1604,6.969,2790,2019-05-24,155152550,86,False,80000000,en,36.117,"Adventure, Animation, Comedy, Family","Universal Pictures, Illumination",United States of America,English,"new york city, friendship, sequel, illumination",75152550,0.4843784391555279,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1605,6.9,2790,2001-05-11,117487473,132,False,65000000,en,24.222,"Adventure, Drama, Romance, Action","Columbia Pictures, Escape Artists, Finestkind, Black and Blu Entertainment",United States of America,English,"london, england, poetry, rivalry, sword fight, knight, tournament, duel, torture, writer, impostor, church, game, jousting, medieval, aftercreditsstinger",52487473,0.44674952707511206,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1
1606,7.593,2789,2022-06-22,288670284,159,False,85000000,en,38.867,"Drama, Music, History","Bazmark Films, The Jackal Group, Warner Bros. Pictures, Fin Design & Effects","Australia, United States of America",English,"rock 'n' roll, biography, based on true story, singer, music business, 1950s, elvis presley, music movie",203670284,0.705546415023446,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1607,6.276,2789,1989-06-23,222724172,93,False,18000000,en,21.213,"Adventure, Comedy, Family, Science Fiction","Buena Vista Pictures, Walt Disney Pictures",United States of America,English,"inventor, parent child relationship, ant, shrinking, giant insect, neighbor",204724172,0.9191825483585141,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
1608,7.658,2786,2020-09-24,21700000,117,False,5150000,da,19.314,"Comedy, Drama","Zentropa Entertainments, Film i Väst, Topkapi Films, Zentropa International Sweden, Zentropa International Netherlands","Denmark, Netherlands, Sweden","Danish, Swedish","friendship, experiment, copenhagen, denmark, alcohol, family relationships, teacher, teacher student relationship, intoxication, social pressure, pressure to perform",16550000,0.7626728110599078,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1611,8.152,2781,2020-12-23,21029340,96,False,6000000,en,51.482,Drama,"Trademark Films, F Comme Film, Ciné-@, Embankment Films, Film4 Productions, Canal+, Ciné+, Orange Studio, Les Films du Cru, AG Studios NYC, Simon Friend Entertainment, Viewfinder, CAA Media Finance, Sony Pictures Classics","France, United Kingdom, United States of America",English,"london, england, loss of sense of reality, flat, dementia, mistaken identity, alzheimer's disease, based on play or musical, old man, memory loss, elderly man, father daughter relationship, fading memories, family caregiving",15029340,0.7146843410206882,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1612,6.158,2778,2012-06-28,167221571,110,False,7000000,en,15.884,"Drama, Comedy","Iron Horse Entertainment, Extension 765",United States of America,English,"florida, seduction, based on true story, strip club, male stripper, novice, muscled, brother sister relationship",160221571,0.9581393718636934,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1613,7.392,2771,1992-08-26,75505856,112,False,40000000,en,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French","based on novel or book, love triangle, native american, revenge, interracial relationship, period drama, historical, warfare, colonialism, 18th century, warrior, french and indian war",35505856,0.4702397652441686,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1
1614,7.727,2769,2020-09-25,107423,130,False,35000000,en,13.69,"Drama, History","DreamWorks Pictures, Marc Platt Productions",United States of America,English,"chicago, illinois, right and justice, political activism, black panther party, based on true story, black activist, counter-culture, historical fiction, activist, 1960s, courtroom drama",-34892577,-324.81476964895785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1615,7.6,2769,1987-03-13,10900000,84,False,3500000,en,30.942,"Horror, Comedy, Fantasy","Rosebud Releasing Corporation, Renaissance Pictures, Dino De Laurentiis Company",United States of America,English,"blood splatter, deer, tape recorder, chainsaw, spirit, over the top, book of the dead, evil dead, eyeball, necronomicon, tarmac, meat cleaver, psychotronic, shocking, bewildered, excited",7400000,0.6788990825688074,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1616,5.893,2768,2018-11-21,86493046,116,False,100000000,en,23.422,"Adventure, Action, Thriller","Appian Way, Safehouse Pictures, Summit Entertainment, Thunder Road, TIK Films, EMG Management, Lionsgate",United States of America,English,"sheriff, robin hood, archer, sherwood forest, thief, nottingham, steampunk, middle ages (476-1453), medieval, hoodie",-13506954,-0.15616231159207875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
1617,6.794,2767,2006-03-17,33889159,105,False,20000000,en,20.665,"Comedy, Romance","Lakeshore Entertainment, DreamWorks Pictures, The Donners' Company",United States of America,English,"high school, sports, boarding school, roommate, twin sister, fake identity, mistaken identity, twin brother, football (soccer), teen comedy, tomboy, shakespeare in modern dress, disguised voice, the big game, twelfth night, 2000s, woman disguised as man, gay theme, crossdressing",13889159,0.40984076943308034,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1618,6.626,2767,2021-11-24,153235995,158,False,75000000,en,26.057,"Drama, History, Crime","Scott Free Productions, Metro-Goldwyn-Mayer, Bron Studios","Canada, United Kingdom, United States of America","English, Arabic, French, Italian, Japanese","marriage crisis, italy, biography, fashion designer, murder, fashion, failing marriage, 1980s, 1990s, rich family, gucci",78235995,0.510558860534041,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1619,5.931,2766,2005-05-05,68766121,113,False,40000000,en,33.603,"Horror, Thriller","Village Roadshow Pictures, Dark Castle Entertainment, Warner Bros. Pictures",United States of America,English,"louisiana, traffic jam, remake, murder, wax museum, slasher, twins, group of friends, ghost town, wax, waxwork, brother sister relationship, horror 2000s, amused, antagonistic, disapproving",28766121,0.4183182151571411,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1620,6.395,2765,2017-09-14,67200000,112,False,33000000,en,19.826,"Action, Thriller","TIK Films, di Bonaventura Pictures, Nick Wechsler Productions, Lionsgate, CBS Films","Hong Kong, United States of America","Arabic, English, Italian, Persian, Polish, Spanish, Turkish","based on novel or book, revenge, terrorism",34200000,0.5089285714285714,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1621,6.624,2765,2008-10-09,113280098,128,False,70000000,en,19.834,"Action, Drama, Thriller","Scott Free Productions, De Line Pictures, Warner Bros. Pictures","United States of America, United Kingdom","Arabic, English","dying and death, journalist, based on novel or book, spy, falsely accused, jordan, dubai, intelligence agency, beating, terrorism, secrecy",43280098,0.38206268147825934,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
1622,5.264,2764,1997-12-12,79082515,102,False,32000000,en,25.015,"Comedy, Family","20th Century Fox, Hughes Entertainment",United States of America,"Polish, English","winter, burglar, bravery, computer chip, family relationships, sequel, slapstick comedy, technical toy, little boy, home invasion, precocious child, home alone, mischievous child, chicken pox, kids on their own, child rescue",47082515,0.595359353455059,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1623,6.447,2763,2016-05-12,93282604,98,False,27000000,en,16.113,"Thriller, Drama","The Allegiance Theater, TriStar Pictures, LStar Capital, Smoke House Pictures, Sony Pictures",United States of America,English,"sniper, new york city, police, bomb, hostage, hostage-taking, stock market, stock fraud, woman director, television / tv studio, cable news",66282604,0.7105569651550465,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1624,6.485,2762,2019-11-14,73279888,118,False,48000000,en,21.139,"Action, Adventure, Comedy","Columbia Pictures, Brownstone Productions, 2.0 Entertainment, The Cantillon Company",United States of America,English,"training, high technology, betrayal, female protagonist, scientist, agent, female agent, undercover operation, hamburg, germany, duringcreditsstinger, woman director, hand to hand combat, istanbul, turkey, new recruit, based on tv series",25279888,0.34497716481226065,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
1625,6.486,2754,2019-09-12,157600000,110,False,20000000,en,19.563,"Drama, Comedy, Crime","Annapurna Pictures, Annapurna Pictures, Gloria Sanchez Productions, STX Films, Nuyorican Productions",United States of America,"English, Spanish, Russian","new york city, hustler, wall street, stripper, based on true story, strip club, exotic dancer, stock market crash, economic crisis, based on magazine, newspaper or article, 2000s, inspired by magazine, newspaper or article",137600000,0.8730964467005076,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
1627,6.814,2750,2019-12-13,61404394,109,False,32000000,en,16.037,Drama,"Lighthouse Management + Media, Denver and Delilah Productions, Bron Studios, Annapurna Pictures, Creative Wealth Media Finance, Lionsgate, Endeavor Content","Canada, United States of America",English,"biography, based on true story, sexual harassment, television network, tv news anchor, 2010s, workplace culture",29404394,0.47886465584205584,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1628,6.417,2744,2016-09-14,211952420,123,False,35000000,en,18.589,"Comedy, Romance","Working Title Films, Perfect World Pictures, StudioCanal, Universal Pictures, Miramax","France, United Kingdom, United States of America",English,"baby, love triangle, pregnancy, sequel, unknown father, pregnant woman, woman director",176952420,0.8348685992828013,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
1629,6.209,2741,1998-05-08,349464664,120,False,75000000,en,27.49,"Action, Drama, Science Fiction","Paramount, Zanuck/Brown Productions, Manhattan Project, DreamWorks Pictures",United States of America,English,"usa president, nasa, natural disaster, metereologist, space mission, comet, tsunami, astronomer, astronaut, tidal wave, woman director, disaster movie",274464664,0.7853860268974148,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1630,5.864,2740,2011-09-22,82087155,106,False,35000000,en,13.146,"Thriller, Action, Mystery","Vertigo Entertainment, Gotham Group, Tailor Made, Mango Farms, Quick Six Entertainment, Lionsgate",United States of America,English,"cia, therapist, training, website, on the run, hospital, train, love interest, explosion, teenage boy, high school student, missing person, secret past, baseball stadium, hand to hand combat, pittsburgh, pennsylvania, special agent, school project, assassination team, secrets",47087155,0.5736239122917587,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1631,6.712,2739,2022-01-12,140041405,114,False,24000000,en,107.038,"Horror, Mystery, Thriller","Paramount, Project X Entertainment, Radio Silence, Spyglass Media Group",United States of America,English,"mask, attempted murder, hallucination, murder, teen movie, serial killer, hospital, slasher, whodunit, killing spree, hometown, reboot, crime spree, illegitimate child, murder mystery, legacy, fandom, copycat killer, generation z, murder spree, sister sister relationship, retired cop, return to hometown, reddit, requel",116041405,0.8286221135813369,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1632,6.361,2735,2013-09-13,36894225,111,False,30000000,en,19.087,"Crime, Comedy, Action","Canal+, Grive Productions, EuropaCorp, Relativity Media, TF1, Malavita, TF1 Films Production","France, United States of America",English,"france, witness protection, mafia",6894225,0.18686461092488052,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1633,5.432,2730,2008-03-04,269784201,109,False,105000000,en,26.677,"Adventure, Action, Drama, Fantasy","Centropolis Entertainment, Legendary Pictures, The Department of Trade and Industry of South Africa, Moonlighting Films, Warner Bros. Pictures","United States of America, South Africa",English,"hunter, indigenous, fighter, lover (female), pyramid, mammoth, sapient, mountain village, stone age, primitive time, prehistory, saber-toothed tiger, romantic, admiring",164784201,0.6108000408815637,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1634,7.523,2728,2009-02-27,109421911,152,False,13000000,sv,22.538,"Drama, Thriller, Crime, Mystery","Det Danske Filminstitut, Nordisk Film Denmark, ZDF, Yellow Bird, Film Capital Stockholm, Spiltan Underhållning, Nordisk Film & TV Fond, Svenska Filminstitutet, SVT, Film i Väst","Denmark, Germany, Sweden","Swedish, English","journalist, island, bondage, rape, strong woman, hacker, based on novel or book, blow job, antisocial personality disorder, female protagonist, whodunit, newspaper man, millennium, female empowerment, locked room mystery",96421911,0.8811938131842717,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1635,6.799,2725,2013-03-14,68572378,94,False,13000000,en,20.381,"Crime, Thriller","TriStar Pictures, WWE Studios, Troika Pictures, Stage 6 Films, Amasia Entertainment",United States of America,English,"underground, gas station, kidnapping, psychopath, incest overtones, murder, serial killer, torture chamber, slasher, multiple stabbings, person on fire, cell phone, guilt, psycho, emergency services",55572378,0.8104192915695588,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1636,7.176,2724,2011-09-16,30722632,80,False,25000000,en,17.059,"Comedy, Drama","Wild Bunch, SBS Productions, SPI Film Studio, Versátil Cinema, Zanagar Films, CinéCinéma, PISF, Canal+, France 2 Cinéma, France Télévisions, Constantin Film","Spain, France, Germany, Poland",English,"flat, hamster, dark comedy, vomit, based on play or musical, insult, writer, tulips, meeting, puke, pants, liberal",5722632,0.1862676348823239,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1637,7.344,2723,2013-08-16,115922175,132,False,25000000,en,15.384,Drama,"Follow Through Productions, Salamander Pictures, Laura Ziskin Productions, Lee Daniels Entertainment, Pam Williams Productions, Windy Hill Pictures",United States of America,English,"usa president, butler, civil rights, john f. kennedy, biography, ronald reagan, richard nixon, african american history, jacqueline kennedy, jimmy carter, eisenhower",90922175,0.7843380699163037,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1638,6.07,2720,2011-11-02,152930623,104,False,75000000,en,26.594,"Action, Comedy","Universal Pictures, Image Entertainment, Relativity Media, Rat Entertainment",United States of America,English,"new york city, skyscraper, fbi, thanksgiving, heist, billionaire, parade, high rise, female agent, ponzi scheme, caper comedy, planning, safecracker, recruiting, deceit, lobby",77930623,0.5095815440443213,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1639,6.973,2720,2010-05-13,82148538,105,False,30000000,en,24.282,"Comedy, Drama, Romance","Summit Entertainment, Applehead Pictures",United States of America,"English, Italian, Spanish","italy, letter, romantic comedy, romance, american abroad, boyfriend girlfriend relationship, italian stereotype, verona italy, quest",52148538,0.6348078647486094,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
1640,7.151,2719,2012-09-07,28258060,137,False,32000000,en,19.329,Drama,"Annapurna Pictures, The Weinstein Company, Ghoulardi Film Company",United States of America,English,"post-traumatic stress disorder (ptsd), sexual obsession, religion, drifter, alcoholic, handjob, post war, cult leader, scientology, religious cult, charismatic leader, right hand man, 1940s, past life regression, nude dancing",-3741940,-0.13242027230460973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1641,7.055,2719,1993-07-16,45395069,96,False,28000000,en,35.894,"Fantasy, Comedy, Family","Walt Disney Pictures, Touchwood Pacific Partners 1",United States of America,"English, French","witch, virgin, sibling relationship, magic, halloween, undead, resurrection, potion, salem, massachusetts, trick or treating, spellcasting, talking cat, time skip, grimoire",17395069,0.38319291903708746,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1642,6.411,2714,2006-03-10,69623713,107,False,15000000,en,37.418,"Horror, Thriller","Fox Searchlight Pictures, Craven-Maddalena Films, Major Studio Partners, Dune Entertainment","France, United States of America",English,"van, rape, ambush, gas station, new mexico, gore, remake, serial killer, slasher, brutality, cannibal, killer, desert, family holiday, madness, ghost town, torture porn, lost in the desert, nuclear testing, human monster",54623713,0.7845561612032957,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
